url,filename,number
https://snap.berkeley.edu/project?username=jens&projectname=Instrument%20Classification%20Exploration,https://snap.berkeley.edu/project?username=jens&projectname=Instrument%20Classification%20Exploration,
https://snap.berkeley.edu/project?username=ibuiltdifferent&projectname=Cloud%20Platformer,https://snap.berkeley.edu/project?username=ibuiltdifferent&projectname=Cloud%20Platformer,
