url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode,Van points,Van Abstraction,Van Parallelism,Van Logic,Van Synchronization,Van Flow control,Van User interactivity,Van Data representation,tot_blocks
https://snap.berkeley.edu/project?username=jens&projectname=Instrument%20Classification%20Exploration,https://snap.berkeley.edu/project?username=jens&projectname=Instrument%20Classification%20Exploration,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,analyzing,Default,,,,,,,,,None
https://snap.berkeley.edu/project?username=ibuiltdifferent&projectname=Cloud%20Platformer,https://snap.berkeley.edu/project?username=ibuiltdifferent&projectname=Cloud%20Platformer,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,analyzing,Default,,,,,,,,,None
